tai buvo tiesiog sudėtingesnė tautinės sąmonės forma , būdinga tokiems žmonėms kaip mykolas riomeris .	tai būti tiesiog sudėtingas tautinis sąmonė forma , būdingas toks žmogus kaip mykolas riomeris .	PRO 3;ACT;FIN;IND;POS;PST;SG;V ADV ADJ;CMPR;FEM;INDF;NOM;SG ADJ;FEM;GEN;INDF;SG FEM;GEN;N;SG FEM;N;NOM;SG _ ADJ;FEM;INDF;NOM;SG DAT;DET;MASC;PL DAT;MASC;N;PL CONJ MASC;NOM;PROPN;SG MASC;NOM;PROPN;SG _
į tai , galimas daiktas , bus pasakyta : „ jūs reikalaujate tolerancijos , bet jūs netolerantiški mums , tikriesiems lietuvos patriotams “ .	į tai , galėti daiktas , būti pasakyti : „ jūs reikalauti tolerancija , bet jūs netolerantiškas mes , tikras lietuva patriotas “ .	ADP PRO _ INDF;MASC;NOM;PASS;POS;PRS;SG;V;V.PTCP MASC;N;NOM;SG _ 3;ACT;FIN;FUT;IND;POS;SG;V FEM;INDF;NOM;PASS;POS;PST;SG;V;V.PTCP _ _ 2;NOM;PL;PRO 2;ACT;FIN;IND;PL;POS;PRS;V FEM;GEN;N;SG _ CONJ 2;NOM;PL;PRO ADJ;INDF;MASC;NEG;NOM;PL 1;DAT;PL;PRO _ ADJ;DAT;DEF;MASC;PL FEM;GEN;PROPN;SG DAT;MASC;N;PL _ _
tuo tarpu nepriklausomybė nėra tikslas sau , o būdas užtikrinti tautos gerovę .	tuo tarpu nepriklausomybė būti tikslas savęs , o būdas užtikrinti tauta gerovė .	CONJ CONJ FEM;N;NEG;NOM;SG 3;ACT;FIN;IND;NEG;PRS;SG;V MASC;N;NOM;SG DAT;PRO _ CONJ MASC;N;NOM;SG ACT;NFIN;POS;V FEM;GEN;N;SG ACC;FEM;N;SG _
tačiau jau 1939 metais prasidėjo įkyrus ir beatodairiškas krašto lietuvinimas , visiškai neatsižvelgiąs į jo ypatingumus , į sudėtingas ir ne tokias sudėtingas sąmonės formas .	tačiau jau 1939 metai prasidėti įkyrus ir beatodairiškas kraštas lietuvinimas , visiškai atsižvelgti į jo ypatingumas , į sudėtingas ir ne toks sudėtingas sąmonė forma .	CONJ PART ADJ INS;MASC;N;PL 3;ACT;FIN;IND;POS;PST;REFL;SG;V ADJ;INDF;MASC;NOM;SG CONJ ADJ;INDF;MASC;NEG;NOM;SG GEN;MASC;N;SG MASC;N;NOM;SG _ ADV ACT;INDF;MASC;NEG;NOM;PRS;REFL;SG;V;V.PTCP ADP DET ACC;MASC;N;PL _ ADP ACC;ADJ;FEM;INDF;PL CONJ NEG;PART ACC;DET;FEM;PL ACC;ADJ;FEM;INDF;PL FEM;GEN;N;SG ACC;FEM;N;PL _
pirma , ji buvo ekonomiškai neįgali – stūmė imperiją , taigi ir lietuvą , į vargą ir beviltišką atsilikimą .	pirma , ji būti ekonomiškai neįgalus – stumti imperija , taigi ir lietuva , į vargas ir beviltiškas atsilikimas .	ADV _ 3;FEM;NOM;PRO;SG 3;ACT;FIN;IND;POS;PST;SG;V ADV ADJ;FEM;INDF;NEG;NOM;SG _ 3;ACT;FIN;IND;POS;PST;SG;V ACC;FEM;N;SG _ CONJ PART ACC;FEM;PROPN;SG _ ADP ACC;MASC;N;SG CONJ ACC;ADJ;FEM;INDF;SG ACC;MASC;N;SG _
pridursiu , kad man asmeniškai lietuvių tautos ir kalbos klestėjimas yra ypač svarbus , nes esu ne tik publicistas , bet pirmiausia poetas – taigi man rūpi lietuviško žodžio likimas .	pridurti , kad aš asmeniškai lietuvis tauta ir kalba klestėjimas būti ypač svarbus , nes būti ne tik publicistas , bet pirmiausia poetas – taigi aš rūpėti lietuviškis žodis likimas .	1;ACT;FIN;FUT;IND;POS;SG;V _ CONJ 1;ACC;PRO;SG ADV ADJ;GEN;INDF;MASC;PL FEM;GEN;N;SG CONJ FEM;GEN;N;SG MASC;N;NOM;SG 3;ACT;FIN;IND;POS;PRS;SG;V ADV ADJ;INDF;MASC;NOM;SG _ CONJ 1;ACT;FIN;IND;POS;PRS;SG;V NEG;PART ADV MASC;N;NOM;SG _ CONJ ADV;RL MASC;N;NOM;SG _ CONJ 1;ACC;PRO;SG 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;GEN;INDF;MASC;SG GEN;MASC;N;SG MASC;N;NOM;SG _
galima įžiūrėti tiesos ir kai kuriuose strepsiado samprotavimuose .	galėti įžiūrėti tiesa ir kas kuris strepsiadas samprotavimas .	INDF;NEUT;PASS;POS;PRS;V;V.PTCP ACT;NFIN;POS;V FEM;GEN;N;SG PART DET;NOM DET;ESS;MASC;SG GEN;MASC;PROPN;SG ESS;MASC;N;PL _
jis buvo pagal išgales tęsiamas nacių okupacijos metais .	jis būti pagal išgalė tęsti nacis okupacija metai .	3;MASC;NOM;PRO;SG 3;ACT;FIN;IND;POS;PST;SG;V ADP ACC;FEM;N;PL INDF;MASC;NOM;PASS;POS;PRS;SG;V;V.PTCP GEN;MASC;N;PL FEM;GEN;N;SG INS;MASC;N;PL _
ne tik žydų , bet ir airių dauguma gyvena diasporoje , ir tai anaiptol nekenkia nei izraeliui , nei airijai .	ne tik žydas , bet ir airis dauguma gyventi diaspora , ir tai anaiptol kenkti nei izraelis , nei airija .	NEG;PART ADV GEN;MASC;N;PL _ CONJ CONJ GEN;MASC;N;PL FEM;N;NOM;SG 3;ACT;FIN;IND;PL;POS;PRS;V ESS;FEM;N;SG _ CONJ PRO ADV 3;ACT;FIN;IND;NEG;PRS;SG;V CONJ DAT;MASC;PROPN;SG _ CONJ DAT;FEM;PROPN;SG _
vėliau metų tolerancijos žmogaus titulas atiteko profesorei irenai veisaitei , žurnalistui algimantui čekuoliui , režisieriui sauliui beržiniui , pranciškonų vienuoliui , kunigui arūnui peškaičiui , psichologui robertui povilaičiui , atlikėjai jurgai šeduikytei , žurnalistui mykolui drungai , poetui tomui venclovai , filosofui andriui navickui rašytojams daivai čepauskaitei ir sigitui parulskiui , muzikantui andriui mamontovui , žurnalistui donatui pusliui , verslininkui valdui balčiūnui .	vėlai metai tolerancija žmogus titulas atitekti profesorė irena veisaitė , žurnalistas algimantas čekuolis , režisierius saulius beržinis , pranciškonas vienuolis , kunigas arūnas peškaitis , psichologas robertas povilaitis , atlikėja jurga šeduikytė , žurnalistas mykolas drunga , poetas tomas venclova , filosofas andrius navickas rašytojas daiva čepauskaitė ir sigitas parulskis , muzikantas andrius mamontovas , žurnalistas donatas puslis , verslininkas valdas balčiūnas .	ADV;CMPR GEN;MASC;N;PL FEM;GEN;N;SG GEN;MASC;N;SG MASC;N;NOM;SG 3;ACT;FIN;IND;POS;PST;SG;V DAT;FEM;N;SG DAT;FEM;PROPN;SG DAT;FEM;PROPN;SG _ DAT;MASC;N;SG DAT;MASC;PROPN;SG DAT;MASC;PROPN;SG _ DAT;MASC;N;SG DAT;MASC;PROPN;SG DAT;MASC;PROPN;SG _ GEN;MASC;N;PL DAT;MASC;N;SG _ DAT;MASC;N;SG DAT;MASC;PROPN;SG DAT;MASC;PROPN;SG _ DAT;MASC;N;SG DAT;MASC;PROPN;SG DAT;MASC;PROPN;SG _ DAT;FEM;N;SG DAT;FEM;PROPN;SG DAT;FEM;PROPN;SG _ DAT;MASC;N;SG DAT;MASC;PROPN;SG DAT;MASC;PROPN;SG _ DAT;MASC;N;SG DAT;MASC;PROPN;SG DAT;MASC;PROPN;SG _ DAT;MASC;N;SG DAT;MASC;PROPN;SG DAT;MASC;PROPN;SG DAT;MASC;N;PL DAT;FEM;PROPN;SG DAT;FEM;PROPN;SG CONJ DAT;MASC;PROPN;SG DAT;MASC;PROPN;SG _ DAT;MASC;N;SG DAT;MASC;PROPN;SG DAT;MASC;PROPN;SG _ DAT;MASC;N;SG DAT;MASC;PROPN;SG DAT;MASC;PROPN;SG _ DAT;MASC;N;SG DAT;MASC;PROPN;SG DAT;MASC;PROPN;SG _
strepsiadas nesėkmingai bando mokytis „ mąstykloje “ , bet netrukus nusprendžia , kad sokratas niekina tai , kas švenčiausia , ardo moralę , nuodija protus , tvirkina jaunuomenę , taigi silpnina tautos stuburą , ir dar pavojingu metu , kai vyksta peloponeso karas .	strepsiadas nesėkmingai bandyti mokytis „ mąstykla “ , bet netrukus nuspręsti , kad sokratas niekinti tai , kas šventas , ardyti moralė , nuodyti protas , tvirkinti jaunuomenė , taigi silpninti tauta stuburas , ir dar pavojingas metas , kai vykti peloponesas karas .	MASC;NOM;PROPN;SG ADV;NEG 3;ACT;FIN;IND;POS;PRS;SG;V ACT;NFIN;POS;REFL;V _ ESS;MASC;N;SG _ _ CONJ ADV 3;ACT;FIN;IND;POS;PRS;SG;V _ CONJ MASC;NOM;PROPN;SG 3;ACT;FIN;IND;POS;PRS;SG;V PRO _ NOM;PRO ADJ;FEM;INDF;NOM;RL;SG _ 3;ACT;FIN;IND;POS;PRS;SG;V ACC;FEM;N;SG _ 3;ACT;FIN;IND;POS;PRS;SG;V ACC;MASC;N;PL _ 3;ACT;FIN;IND;POS;PRS;SG;V ACC;FEM;N;SG _ PART 3;ACT;FIN;IND;POS;PRS;SG;V FEM;GEN;N;SG ACC;MASC;N;SG _ CONJ ADV ADJ;INDF;INS;MASC;SG INS;MASC;N;SG _ ADV 3;ACT;FIN;IND;POS;PRS;SG;V GEN;MASC;PROPN;SG MASC;N;NOM;SG _
