w tutej dobje rozłama jednota duchowneje a swětneje mocy .	w tutón doba rozłamać jednota duchowny a swětny moc .	ADP DET;ESS;FEM;SG ESS;FEM;N;SG 3;FIN;IND;PST;SG;V FEM;N;NOM;SG ADJ;FEM;GEN;SG CONJ ADJ;FEM;GEN;SG FEM;GEN;N;SG _
słaby werb je na př . loben , zdónkowy wokal njeměnja so při tworjenju preterituma : loben , lobte , gelobt .	słaby werb być na přikład . loben , zdónkowy wokal měnić so při tworjenje preteritum : loben , lobte , gelobt .	ADJ;MASC;NOM;SG INAN;MASC;N;NOM;SG 3;FIN;IND;PRS;SG;V ADP ACC;INAN;MASC;N;SG _ _ _ ADJ;MASC;NOM;SG INAN;MASC;N;NOM;SG 3;FIN;IND;NEG;PRS;SG;V ACC;PRO;REFL ADP ESS;N;NEUT;SG GEN;INAN;MASC;N;SG _ _ _ _ _ _ _
zwostanje potajkim hišće tójšto dźěła .	zwostać potajkim hišće tójšto dźěło .	3;FIN;IND;PRS;SG;V ADV ADV DET GEN;N;NEUT;SG _
přińdźe wichor a smuha so zhubi .	přińć wichor a smuha so zhubić .	3;FIN;IND;PST;SG;V INAN;MASC;N;NOM;SG CONJ FEM;N;NOM;SG ACC;PRO;REFL 3;FIN;IND;PST;SG;V _
tež archelogoiske namakanki su snadne .	tež archelogoiski namakanki być snadny .	ADV ADJ;FEM;NOM;PL ADJ;FEM;NOM;PL 3;FIN;IND;PL;PRS;V ADJ;FEM;NOM;PL _
rysowanka na titlowej stronje je dźěło słowjenskeho molerja arjana pregelja , kotryž je hižo klemenowu třeću zběrkow basnjow mišter w spowědnym stole ilustrował .	rysowanka na titlowy strona być dźěło słowjenski moler arjan pregelj , kotryž być hižo klemenowy třeći zběrka baseń mišter w spowědny stoł ilustrować .	FEM;N;NOM;SG ADP ADJ;ESS;FEM;SG ESS;FEM;N;SG 3;FIN;IND;PRS;SG;V N;NEUT;NOM;SG ADJ;GEN;MASC;SG ANIM;GEN;MASC;N;SG ANIM;GEN;MASC;PROPN;SG ANIM;GEN;MASC;PROPN;SG _ ANIM;DET;MASC;NOM;SG 3;FIN;IND;PRS;SG;V ADV ACC;ADJ;FEM;SG ACC;ADJ;FEM;SG FEM;GEN;N;PL FEM;GEN;N;PL INAN;MASC;N;NOM;SG ADP ADJ;ESS;MASC;SG ESS;INAN;MASC;N;SG ACT;ANIM;MASC;PST;SG;V;V.PTCP _
dalše pokiwy namakaš w našim pomocnym systemje .	dalši pokiw namakać w naš pomocny system .	ACC;ADJ;INAN;MASC;PL ACC;INAN;MASC;N;PL 2;FIN;IND;PRS;SG;V ADP 1;DET;ESS;INAN;MASC;PSSP;SG ADJ;ESS;MASC;SG ESS;INAN;MASC;N;SG _
tež za bjesadu budźe tam čas .	tež za bjesada być tam čas .	ADV ADP ACC;FEM;N;SG 3;FIN;FUT;IND;SG;V ADV INAN;MASC;N;NOM;SG _
w tu wužiwanej systematice po adl et al . [ 2 ] so rostliny z twjerdźowymi rostlinami ( embryophyta ) na jednu runinu sadźa .	w tu wužiwany systematika po adl et al . [ 2 ] so rostlina z twjerdźowy rostlina ( embryophyta ) na jedyn runina sadźeć .	ADP ADV ADJ;ESS;FEM;PASS;SG;V.PTCP ESS;FEM;N;SG ADP PROPN;SG _ _ _ _ NUM _ ACC;PRO;REFL FEM;N;NOM;PL ADP ADJ;FEM;INS;PL FEM;INS;N;PL _ _ _ ADP ACC;FEM;NUM;SG ACC;FEM;N;SG 3;FIN;IND;PL;PRS;V _
spočatk septembra je sewjer přewažnje bjez dešća , ale traje dalšej měsacaj doniž so tež mróčele na južnym dekkanje a w keraly zminu .	spočatk september być sewjer přewažnje bjez dešć , ale tři dalši měsac doniž so tež mróčel na južny dekkan a w kerala zminyć .	ACC;INAN;MASC;N;SG GEN;INAN;MASC;N;SG 3;FIN;IND;PRS;SG;V INAN;MASC;N;NOM;SG ADV ADP GEN;INAN;MASC;N;SG _ CONJ INAN;MASC;NUM ACC;ADJ;DU;INAN;MASC ACC;DU;INAN;MASC;N CONJ ACC;PRO;REFL ADV FEM;N;NOM;PL ADP ADJ;ESS;MASC;SG ESS;INAN;MASC;PROPN;SG CONJ ADP ESS;FEM;PROPN;SG 3;FIN;IND;PL;PRS;V _
jeho tradicije jako zwonkauniwersitne slědźenišćo złožuja so na institut za serbski ludospyt , kotryž bě so lěta 1951 załožił a wot 1952 do 1991 němskej akademiji wědomosćow ( wot 1972 : akademiji wědomosćow ndr ) přisłušał .	jeho tradicija jako zwonkauniwersitny slědźenišćo złožować so na institut za serbski ludospyt , kotryž być so lěto 1951 załožić a wot 1952 do 1991 němski akademija wědomosć ( wot 1972 : akademija wědomosć ndr ) přisłušeć .	3;DET;PSSS FEM;N;NOM;PL CONJ ADJ;NEUT;NOM;SG N;NEUT;NOM;SG 3;FIN;IND;PRS;SG;V ACC;PRO;REFL ADP ACC;INAN;MASC;PROPN;SG ADP ACC;ADJ;MASC;SG ACC;INAN;MASC;N;SG _ DET;MASC;NOM;SG 3;FIN;IND;PST;SG;V ACC;PRO;REFL GEN;N;NEUT;SG NUM ACT;MASC;PST;SG;V;V.PTCP CONJ ADP NUM ADP NUM ADJ;DAT;FEM;SG DAT;FEM;N;SG FEM;GEN;N;PL _ ADP NUM _ DAT;FEM;N;SG FEM;GEN;N;PL FEM;GEN;PROPN;SG _ ACT;MASC;PST;SG;V;V.PTCP _
klinowe pismo docpě wo 2700 př . n . l . swoju dokonjanosć .	klinowy pismo docpěć wo 2700 před . naš . lětoličba . swój dokonjanosć .	ADJ;NEUT;NOM;SG N;NEUT;NOM;SG 3;FIN;IND;PST;SG;V ADP NUM ADP _ 1;DET;FEM;INS;PSSP;SG _ FEM;INS;N;SG _ ACC;DET;FEM;REFL;SG ACC;FEM;N;SG _
ležownosće běchu we wobsydstwje zemjanskich swójbow , kotrež małych ratarjow dale bóle k wotwisnym činjachu .	ležownosć być w wobsydstwo zemjanski swójba , kotryž mały ratar dale mnoho k wotwisny činić .	FEM;N;NOM;PL 3;FIN;IND;PL;PST;V ADP ESS;N;NEUT;SG ADJ;FEM;GEN;PL FEM;GEN;N;PL _ DET;FEM;NOM;PL ACC;ADJ;ANIM;MASC;PL ACC;ANIM;MASC;N;PL ADV ADV;CMPR ADP ADJ;DAT;MASC;PL 3;FIN;IND;PL;PST;V _
w kapitlu " z lisćiny " móžeš nastawki namjetować , kotrež po twojim měnjenju ( wjace / hišće ) njejsu čitanja hódne .	w kapitl " z lisćina " móc nastawk namjetować , kotryž po twój měnjenje ( wjele / hišće ) być čitanje hódny .	ADP ESS;INAN;MASC;N;SG _ ADP FEM;GEN;N;SG _ 2;FIN;IND;PRS;SG;V ACC;INAN;MASC;N;PL NFIN;V _ DET;INAN;MASC;NOM;PL ADP 2;DET;ESS;NEUT;PSSS;SG ESS;N;NEUT;SG _ ADV;CMPR _ ADV _ 3;FIN;IND;NEG;PL;PRS;V GEN;N;NEUT;SG ADJ;INAN;MASC;NOM;PL _
w dwulětnym rytmusu poskićuje serbski institut na wěstym dnju w nalěću hornjołužiskej zjawnosći koncentrowany dohlad do swojich slědźenjow .	w dwulětny rytmus poskićować serbski institut na wěsty dźeń w nalěćo hornjołužiski zjawnosć koncentrowany dohlad do swój slědźenje .	ADP ADJ;ESS;MASC;SG ESS;INAN;MASC;N;SG 3;FIN;IND;PRS;SG;V ADJ;MASC;NOM;SG INAN;MASC;N;NOM;SG ADP ADJ;ESS;MASC;SG ADJ;ESS;MASC;SG ADP ESS;N;NEUT;SG ADJ;FEM;GEN;SG FEM;GEN;N;SG ACC;ADJ;INAN;MASC;PASS;SG;V.PTCP ACC;INAN;MASC;N;SG ADP DET;GEN;NEUT;PL;REFL GEN;N;NEUT;PL _
tež móžno wusměrić wobrazy w teksće .	tež móžno wusměrić wobraz w tekst .	ADV ADV NFIN;V ACC;INAN;MASC;N;PL ADP ESS;INAN;MASC;N;SG _
dla narunanja normalneje wody při chemiskich substancach runowahowe reakcije změnja , štož móže na př . k ćěłoškódnym sćěham w čłowjekowym ćěle wodźić .	dla narunanje normalny woda při chemiski substanca runowahowy reakcija změnić , štož móc na přikład . k ćěłoškódny sćěh w čłowjekowy ćěło wodźić .	ADP GEN;N;NEUT;SG ADJ;FEM;GEN;SG FEM;GEN;N;SG ADP ADJ;ESS;FEM;PL ESS;FEM;N;PL ADJ;FEM;NOM;PL FEM;N;NOM;PL 3;FIN;IND;PL;PRS;V _ NEUT;NOM;PRO;SG 3;FIN;IND;PRS;SG;V ADP ACC;INAN;MASC;N;SG _ ADP DAT;INAN;MASC;N;PL DAT;INAN;MASC;N;PL ADP ADJ;ESS;NEUT;SG ESS;N;NEUT;SG NFIN;V _
jakub bart - ćišinski ( 1856 - 1909 ) - wobnowjer serbskeje literatury	jakub bart - ćišinski ( 1856 - 1909 ) - wobnowjer serbski literatura	ANIM;MASC;NOM;PROPN;SG ANIM;MASC;NOM;PROPN;SG _ ANIM;MASC;NOM;PROPN;SG _ NUM _ NUM _ _ ANIM;MASC;N;NOM;SG ADJ;FEM;GEN;SG FEM;GEN;N;SG
projekt wikipedija chce stworić najwjetšu wjelerěčnu , wšitkim přistupnu online - encyklopediju .	projekt wikipedija chcyć stworić wulki wjelerěčny , wšitki přistupny onliny - encyklopedija .	INAN;MASC;N;NOM;SG FEM;NOM;PROPN;SG 3;FIN;IND;PRS;SG;V NFIN;V ACC;ADJ;FEM;RL;SG ACC;ADJ;FEM;SG _ ANIM;DAT;DET;MASC;PL ACC;ADJ;FEM;SG ADJ _ ACC;FEM;N;SG _
marilyn monroe [ ] ( norma jean baker ; * 1 . junija 1926 , los angeles ; † 5 . awgusta 1962 , los angeles ) bě us - amerikanska dźiwadźelnica , spěwarka , mjezynarodny fotowy model a sex - symbol .	marilyn monroe [ ] ( norma jean baker ; * 1 . junij 1926 , los angeles ; † 5 . awgust 1962 , los angeles ) być us - amerikanski dźiwadźelnica , spěwarka , mjezynarodny fotowy model a sex - symbol .	FEM;NOM;PROPN;SG FEM;NOM;PROPN;SG _ _ _ FEM;NOM;PROPN;SG FEM;NOM;PROPN;SG FEM;NOM;PROPN;SG _ _ NUM _ GEN;INAN;MASC;N;SG NUM _ PROPN PROPN _ _ NUM _ GEN;INAN;MASC;N;SG NUM _ PROPN PROPN _ 3;FIN;IND;PST;SG;V _ _ ADJ;FEM;NOM;SG FEM;N;NOM;SG _ FEM;N;NOM;SG _ ADJ;MASC;NOM;SG ADJ;MASC;NOM;SG INAN;MASC;N;NOM;SG CONJ INAN;MASC;N;NOM;SG _ INAN;MASC;N;NOM;SG _
teorija , zo južna mezopotamiska w neolitikumje hišće pod mórskej hładźinu ležeše , njeda so mjeztym wjace dźeržeć , chibazo přińdźe přez eroziju w sćěwku rólniskeho wužiwanja a přepasenja w taurusu a zagrosu k sylnemu nanjesenju pódy .	teorija , zo južny mezopotamiska w neolitikum hišće pod mórski hładźina ležeć , dać so mjeztym wjele dźeržeć , chibazo přińć přez erozija w sćěwka rólniski wužiwanje a přepasenje w taurus a zagros k sylny nanjesenje póda .	FEM;N;NOM;SG _ CONJ ADJ;FEM;NOM;SG FEM;NOM;PROPN;SG ADP ESS;INAN;MASC;N;SG ADV ADP ADJ;FEM;INS;SG FEM;INS;N;SG 3;FIN;IND;PST;SG;V _ 3;FIN;IND;NEG;PRS;SG;V ACC;PRO;REFL ADV ADV;CMPR NFIN;V _ CONJ 3;FIN;IND;PRS;SG;V ADP ACC;FEM;N;SG ADP ACC;FEM;N;SG ADJ;GEN;NEUT;SG GEN;N;NEUT;SG CONJ GEN;N;NEUT;SG ADP ESS;INAN;MASC;PROPN;SG CONJ ESS;INAN;MASC;PROPN;SG ADP ADJ;DAT;NEUT;SG DAT;N;NEUT;SG FEM;GEN;N;SG _
assyriski stat dopušći priwatne swójstwo a financowaše so přez tributy a dawki .	assyriski stat dopušćić priwatny swójstwo a financować so přez tribut a dawk .	ADJ;MASC;NOM;SG INAN;MASC;N;NOM;SG 3;FIN;IND;PST;SG;V ACC;ADJ;NEUT;SG ACC;N;NEUT;SG CONJ 3;FIN;IND;PST;SG;V ACC;PRO;REFL ADP ACC;INAN;MASC;N;PL CONJ ACC;INAN;MASC;N;PL _
tu maja nastawki stać , kotrež po měnjenju namjetowaceho wužiwarja ( wjace ) njejsu ekscelentne .	tu měć nastawk stać , kotryž po měnjenje namjetowacy wužiwar ( wjele ) być ekscelentny .	ADV 3;FIN;IND;PL;PRS;V INAN;MASC;N;NOM;PL NFIN;V _ DET;INAN;MASC;NOM;PL ADP ESS;N;NEUT;SG ACT;ADJ;GEN;MASC;PRS;SG;V.PTCP ANIM;GEN;MASC;N;SG _ ADV;CMPR _ 3;FIN;IND;NEG;PL;PRS;V ADJ;INAN;MASC;NOM;PL _
kaspiske morjo ( azerbajdžansce xəzər dənizi , persce دریای خزر , rusce каспийское море , kazachsce каспий теңізі , turkmensce hazar deňzi ) je najwjetši jězor na zemi , druhdy waženy za morjo .	kaspiski morjo ( azerbajdžansce xəzər dənizi , persce دریای خزر , rusce каспийское море , kazachsce каспий теңізі , turkmensce hazar deňzi ) być wulki jězor na zemja , druhdy waženy za morjo .	ADJ;NEUT;NOM;SG N;NEUT;NOM;SG _ ADV _ _ _ ADV _ _ _ ADV _ _ _ ADV _ _ _ ADV _ _ _ 3;FIN;IND;PRS;SG;V ADJ;MASC;NOM;RL;SG INAN;MASC;N;NOM;SG ADP ESS;FEM;PROPN;SG _ ADV ADJ;MASC;NOM;PASS;SG;V.PTCP ADP ACC;N;NEUT;SG _
přistup k persiskemu golfej daše florěrowace mórske wikowanje nastać .	přistup k persiski golf dać florěrowacy mórski wikowanje nastać .	INAN;MASC;N;NOM;SG ADP ADJ;DAT;MASC;SG DAT;INAN;MASC;N;SG 3;FIN;IND;PST;SG;V ACC;ACT;ADJ;NEUT;PRS;SG;V.PTCP ACC;ADJ;NEUT;SG ACC;N;NEUT;SG NFIN;V _
to bu tróšku wot powjerchoweje napjatosće wody wolóžowane .	to być tróšku wot powjerchowy napjatosć woda wolóžowany .	NEUT;NOM;PRO;SG 3;FIN;IND;PASS;PST;SG;V ADV ADP ADJ;FEM;GEN;SG FEM;GEN;N;SG FEM;GEN;N;SG ADJ;NEUT;NOM;PASS;SG;V.PTCP _
za cuzych wosebje zajimawa swojoraznosć łužicy wobsteji w tym , zo so tu nimo němskeje dalša awtochtona rěč rěči : serbšćina , kotraž słuša do swójby słowjanskich rěčow .	za cuzy wosebje zajimawy swojoraznosć łužica wobstać w to , zo so tu nimo němski dalši awtochtony rěč rěčeć : serbšćina , kotryž słušeć do swójba słowjanski rěč .	ADP ACC;ADJ;ANIM;MASC;PL ADV ADJ;FEM;NOM;SG FEM;N;NOM;SG FEM;GEN;PROPN;SG 3;FIN;IND;PRS;SG;V ADP ESS;NEUT;PRO;SG _ CONJ ACC;PRO;REFL ADV ADP ADJ;FEM;GEN;SG ADJ;FEM;NOM;SG ADJ;FEM;NOM;SG FEM;N;NOM;SG 3;FIN;IND;PRS;SG;V _ FEM;N;NOM;SG _ DET;FEM;NOM;SG 3;FIN;IND;PRS;SG;V ADP FEM;GEN;N;SG ADJ;FEM;GEN;PL FEM;GEN;N;PL _
w něhdyšej romskej protyce bě december poprawom dźesaty měsac ( přir . łać . decem = dźesać ) 304 dnjow trajaceho měsačkoweho kalendra .	w něhdyši romski protyka być december poprawom dźesaty měsac ( přir . łać . decem = dźesać ) 304 dźeń trajacy měsačkowy kalender .	ADP ADJ;ESS;FEM;SG ADJ;ESS;FEM;SG ESS;FEM;N;SG 3;FIN;IND;PST;SG;V INAN;MASC;N;NOM;SG ADV ADJ;MASC;NOM;SG INAN;MASC;N;NOM;SG _ ANIM;MASC;N;SG _ ADV _ _ _ NUM _ NUM GEN;INAN;MASC;N;PL ADJ;GEN;MASC;SG ADJ;GEN;MASC;SG GEN;INAN;MASC;N;SG _
z mezopotamiskej jako mjezyrěčina su geografisce dźensniše kónčiny iraka sewjerowuchodneje syriskeje kaž tež južnowuchodneje turkowskeje definowane .	z mezopotamiska jako mjezyrěčina być geografisce dźensniši kónčina irak sewjerowuchodny syriska kaž tež južnowuchodny turkowska definowany .	ADP FEM;GEN;PROPN;SG CONJ FEM;NOM;PROPN;SG 3;FIN;IND;PL;PRS;V ADV ADJ;FEM;NOM;PL FEM;N;NOM;PL GEN;INAN;MASC;PROPN;SG ADJ;FEM;GEN;SG FEM;GEN;PROPN;SG CONJ ADV ADJ;FEM;GEN;SG FEM;GEN;PROPN;SG ADJ;FEM;NOM;PASS;PL;V.PTCP _
započatk je w 19 hodź .	započatk być w 19 hodźina .	INAN;MASC;N;NOM;SG 3;FIN;IND;PRS;SG;V ADP NUM FEM;GEN;N;SG _
burkina faso je stat w zapadnej africe .	burkina faso być stat w zapadny afrika .	FEM;NOM;PROPN;SG PROPN 3;FIN;IND;PRS;SG;V INAN;MASC;N;NOM;SG ADP ADJ;ESS;FEM;SG ESS;FEM;PROPN;SG _
indiska je multietniski kraj a z 1 , 2 miliardow wobydlerjemi druhi najwjetši stat swěta po wobydlerstwu .	indiska być multietniski kraj a z 1 , 2 miliarda wobydler druhi wulki stat swět po wobydlerstwo .	FEM;NOM;PROPN;SG 3;FIN;IND;PRS;SG;V ADJ;MASC;NOM;SG INAN;MASC;N;NOM;SG CONJ ADP NUM _ NUM FEM;GEN;NUM;PL ANIM;INS;MASC;N;PL ADJ;MASC;NOM;SG ADJ;MASC;NOM;RL;SG INAN;MASC;N;NOM;SG GEN;INAN;MASC;N;SG ADP ESS;N;NEUT;SG _
hlej do němskeje nastawka . - - tlustulimu 12 : 39 , 14 . awg 2008 ( cest ) .	hladać do němski nastawk . - - tlustulimu 12 : 39 , 14 . awg 2008 ( cest ) .	2;FIN;IMP;SG;V ADP ADJ;FEM;GEN;SG GEN;INAN;MASC;N;SG _ _ _ PROPN NUM _ NUM _ NUM _ _ NUM _ N _ _
po formje knježerstwa rozeznawa so monarchistiske , autokratiske a demokratiske staty .	po forma knježerstwo rozeznawać so monarchistiski , autokratiski a demokratiski stat .	ADP ESS;FEM;N;SG GEN;N;NEUT;SG 3;FIN;IND;PRS;SG;V ACC;PRO;REFL ADJ;INAN;MASC;NOM;PL _ ADJ;INAN;MASC;NOM;PL CONJ ADJ;INAN;MASC;NOM;PL INAN;MASC;N;NOM;PL _
ma přestrjeń 8680 km 2 a cirka tři sta tysac wobydlerjow .	měć přestrjeń 8680 km ² a cirka tři sto tysac wobydler .	3;FIN;IND;PRS;SG;V ACC;FEM;N;SG NUM N _ CONJ ADV NUM NUM NUM ANIM;GEN;MASC;N;PL _
sobudźěłaćerjo dźerža 4 - 5 přednoškow k wšelakim temam , po tym sćěhuje krótka diskusija .	sobudźěłaćer dźeržeć 4 - 5 přednošk k wšelaki tema , po to sćěhować krótki diskusija .	ANIM;MASC;N;NOM;PL 3;FIN;IND;PL;PRS;V NUM _ NUM GEN;INAN;MASC;N;PL ADP ADJ;DAT;FEM;PL DAT;FEM;N;PL _ ADP ESS;NEUT;PRO;SG 3;FIN;IND;PRS;SG;V ADJ;FEM;NOM;SG FEM;N;NOM;SG _
nětčiša serbšćina je jenički hač do dźensnišeho zachowany słowjanski idiom w němskej . . . .	nětčiši serbšćina być jenički hač do dźensniši zachowany słowjanski idiom w němska . . . .	ADJ;FEM;NOM;SG FEM;N;NOM;SG 3;FIN;IND;PRS;SG;V ADJ;MASC;NOM;SG ADV ADP ADJ;GEN;MASC;SG ADJ;MASC;NOM;PASS;SG;V.PTCP ADJ;MASC;NOM;SG INAN;MASC;N;NOM;SG ADP ESS;FEM;PROPN;SG _ _ _ _
kaž stabilny molekul w našej atmosferje , hra wažnu rólu jako absorbowadło ultrawioletneho promjenjenja .	kaž stabilny molekul w naš atmosfera , hrać wažny róla jako absorbowadło ultrawioletny promjenjenje .	CONJ ADJ;MASC;NOM;SG INAN;MASC;N;NOM;SG ADP 1;DET;ESS;FEM;PSSP;SG ESS;FEM;N;SG _ 3;FIN;IND;PRS;SG;V ACC;ADJ;FEM;SG ACC;FEM;N;SG CONJ N;NEUT;NOM;SG ADJ;GEN;NEUT;SG GEN;N;NEUT;SG _
rozputachu druhu swětowu wójnu a systematisce wšitke prawa rubachu a zamordowachu europskich židow kaž tež hinaše religiozne , etniske a towaršnostne skupiny .	rozputać druhi swětowy wójna a systematisce wšitki prawo rubać a zamordować europski žid kaž tež hinaši religiozny , etniski a towaršnostny skupina .	3;FIN;IND;PL;PST;V ACC;ADJ;FEM;SG ACC;ADJ;FEM;SG ACC;FEM;N;SG CONJ ADV ACC;DET;NEUT;PL ACC;N;NEUT;PL 3;FIN;IND;PL;PST;V CONJ 3;FIN;IND;PL;PST;V ACC;ADJ;ANIM;MASC;PL ACC;ANIM;MASC;PL;PROPN CONJ ADV ACC;ADJ;FEM;PL ACC;ADJ;FEM;PL _ ACC;ADJ;FEM;PL CONJ ACC;ADJ;FEM;PL ACC;FEM;N;PL _
cyłkowna redakcija bibliografije : franc šěn prěnju serbsku bibliografiju - wothladamy - li wot zapisow serbskich ćišćow z 18 . a 19 . lětstotka - zestaja 1929 jakub wjacsławk , krajny bibliotekar w drježdźanach , a slawist max vasmer wuda ju w berlinje ( 2 . rozšěrjeny nakł . 1952 ) .	cyłkowny redakcija bibliografija : franc šěn prěni serbski bibliografija - wothladać - li wot zapis serbski ćišć z 18 . a 19 . lětstotk - zestajeć 1929 jakub wjacsławk , krajny bibliotekar w drježdźany , a slawist max vasmer wudać wón w berlin ( 2 . rozšěrjeny nakładnistwo . 1952 ) .	ADJ;FEM;NOM;SG FEM;N;NOM;SG FEM;GEN;N;SG _ ANIM;MASC;NOM;PROPN;SG ANIM;MASC;NOM;PROPN;SG ADJ;FEM;INS;SG ADJ;FEM;INS;SG FEM;INS;N;SG _ 1;FIN;IND;PL;PRS;V _ CONJ ADP GEN;INAN;MASC;N;PL ADJ;GEN;MASC;PL GEN;INAN;MASC;N;PL ADP NUM _ CONJ NUM _ GEN;INAN;MASC;N;SG _ 3;FIN;IND;PRS;SG;V NUM ANIM;MASC;NOM;PROPN;SG ANIM;MASC;NOM;PROPN;SG _ ADJ;MASC;NOM;SG ANIM;MASC;N;NOM;SG ADP ESS;FEM;PROPN _ CONJ ANIM;MASC;N;NOM;SG ANIM;MASC;NOM;PROPN;SG ANIM;MASC;NOM;PROPN;SG 3;FIN;IND;PST;SG;V 3;ACC;FEM;PRO;SG ADP ESS;INAN;MASC;PROPN;SG _ NUM _ ADJ;MASC;NOM;PASS;SG;V.PTCP INAN;MASC;N;NOM;SG _ NUM _ _
najprjedy klinowe pismo zestaji so hłownje z wobrazowych symbolow .	bórze klinowy pismo zestajić so hłownje z wobrazowy symbol .	ADV;RL ADJ;NEUT;NOM;SG N;NEUT;NOM;SG 3;FIN;IND;PST;SG;V ACC;PRO;REFL ADV ADP ADJ;GEN;MASC;PL GEN;INAN;MASC;N;PL _
w času ćahanja ludow wobsydla słowjanske kmjeny krajinu mjez baltiskim morjom a srjedźnymi horinami , mjez rěkami łobjom a solawu na zapadźe a wódru - bobrom - kwisu na wuchodźe .	w čas ćahanje lud wobsydleć słowjanski kmjen krajina mjez baltiski morjo a srjedźny horina , mjez rěka łobjo a solawa na zapad a wódra - bobr - kwisa na wuchod .	ADP ESS;INAN;MASC;N;SG GEN;N;NEUT;SG GEN;INAN;MASC;N;PL 3;FIN;IND;PL;PST;V ADJ;INAN;MASC;NOM;PL INAN;MASC;N;NOM;PL ACC;FEM;N;SG ADP ADJ;INS;NEUT;SG INS;N;NEUT;SG CONJ ADJ;FEM;INS;PL FEM;INS;N;PL _ ADP FEM;INS;N;PL INS;NEUT;PROPN;SG CONJ FEM;INS;PROPN;SG ADP ESS;INAN;MASC;N;SG CONJ FEM;INS;PROPN;SG _ INAN;INS;MASC;PROPN;SG _ FEM;INS;PROPN;SG ADP ESS;INAN;MASC;N;SG _
za njepřizjewjene wužiwarjo so pokaza wobraz w wulkosći wot 180 pikselow .	za přizjewjeny wužiwar so pokazać wobraz w wulkosć wot 180 piksel .	ADP ACC;ADJ;ANIM;MASC;NEG;PASS;PL;V.PTCP ACC;ANIM;MASC;N;PL ACC;PRO;REFL 3;FIN;IND;PRS;SG;V INAN;MASC;N;NOM;SG ADP ESS;FEM;N;SG ADP NUM GEN;INAN;MASC;N;PL _
za markěrowanje nastawkow eksistuje předłoha { { namjet za pohódnoćenje } } , kotraž trjeba 2 parametraj .	za markěrowanje nastawk eksistować předłoha { { namjet za pohódnoćenje } } , kotryž trjebać 2 parameter .	ADP ACC;N;NEUT;SG GEN;INAN;MASC;N;PL 3;FIN;IND;PRS;SG;V FEM;N;NOM;SG _ _ INAN;MASC;N;NOM;SG ADP ACC;N;NEUT;SG _ _ _ DET;FEM;NOM;SG 3;FIN;IND;PRS;SG;V NUM ACC;DU;INAN;MASC;N _
hłowne twarjenje uniwersity leži na rapenburgu , najrjeńšim kanalu leidena .	hłowny twarjenje uniwersita ležeć na rapenburg , rjany kanal leiden .	ADJ;NEUT;NOM;SG N;NEUT;NOM;SG FEM;GEN;N;SG 3;FIN;IND;PRS;SG;V ADP ESS;INAN;MASC;PROPN;SG _ ADJ;ESS;MASC;RL;SG ESS;INAN;MASC;N;SG GEN;INAN;MASC;PROPN;SG _
princ wilhelm oranski da leidenčanam , jako myto za spjećowanje přećiwo španičanam , uniwersitu .	princ wilhelm oranski dać leidenčan , jako myt za spjećowanje přećiwo španičan , uniwersita .	ANIM;MASC;N;NOM;SG ANIM;MASC;NOM;PROPN;SG ANIM;MASC;NOM;PROPN;SG 3;FIN;IND;PST;SG;V ANIM;DAT;MASC;PL;PROPN _ CONJ ACC;INAN;MASC;N;SG ADP ACC;N;NEUT;SG ADP ANIM;DAT;MASC;PL;PROPN _ ACC;FEM;N;SG _
na rozdźěl wot druhich zarjadowanjow wotběži tradicionelny " institutny dźeń " cyle w ( hornjo ) serbskej rěči a wobroći so specielnje na serbsku inteligencu .	na rozdźěl wot druhi zarjadowanje wotběžeć tradicionelny " institutny dźeń " cyle w ( horni ) serbski rěč a wobroćić so specielnje na serbski inteligenca .	ADP ACC;INAN;MASC;N;SG ADP ADJ;GEN;NEUT;PL GEN;N;NEUT;PL 3;FIN;IND;PRS;SG;V ADJ;MASC;NOM;SG _ ADJ;MASC;NOM;SG INAN;MASC;N;NOM;SG _ ADV ADP _ ADJ _ ADJ;ESS;FEM;SG ESS;FEM;N;SG CONJ 3;FIN;IND;PRS;SG;V ACC;PRO;REFL ADV ADP ACC;ADJ;FEM;SG ACC;FEM;N;SG _
1018 w budyskim měrje mjez bolesławom chrobrym a němskim kejžorom heinrichom ii . so teritorijej łužičanow a milčanow pólskemu wjerchej za leno přidźělitej ( hač do lěta 1031 ) . . . .	1018 w budyski měra mjez bolesław chrobry a němski kejžor heinrich ii . so teritorij łužičan a milčan pólski wjerch za leno přidźělić ( hač do lěto 1031 ) . . . .	NUM ADP ADJ;ESS;MASC;SG ESS;FEM;N;SG ADP ANIM;INS;MASC;PROPN;SG ANIM;INS;MASC;PROPN;SG CONJ ADJ;INS;MASC;SG ANIM;INS;MASC;N;SG ANIM;INS;MASC;PROPN;SG NUM _ ACC;PRO;REFL DU;INAN;MASC;N;NOM ANIM;GEN;MASC;PL;PROPN CONJ ANIM;GEN;MASC;PL;PROPN ADJ;DAT;MASC;SG ANIM;DAT;MASC;N;SG ADP ACC;N;NEUT;SG ACT;DU;INAN;MASC;PST;V;V.PTCP _ ADV ADP GEN;N;NEUT;SG NUM _ _ _ _ _
