část druhá	část druhý	FEM;N;NOM;POS;SG ADJ;FEM;NOM;POS;SG
(2) náklady na úpravy skladovaného materiálu nebo zboží se považují za náklady související s pořízením zásob a zvyšují ocenění zásob .	(2) náklad na úprava skladovaný materiál nebo zboží se považovat za náklad související s pořízení zásoba a zvyšovat ocenění zásoba .	_ INAN;MASC;N;NOM;PL;POS ACC;ADP ACC;FEM;N;PL;POS ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG CONJ GEN;N;NEUT;POS;SG ACC;PRO;REFL 3;ACT;FIN;IND;PL;POS;PRS;V ACC;ADP ACC;INAN;MASC;N;PL;POS ACC;ACT;ADJ;INAN;IPFV;MASC;PL;POS;PRS;V.PTCP ADP;INS INS;N;NEUT;POS;SG FEM;GEN;N;PL;POS CONJ 3;ACT;FIN;IND;PL;POS;PRS;V ACC;N;NEUT;POS;SG FEM;GEN;N;PL;POS _
§_5	§_5	_
(1) položka " b.iii._krátkodobé_závazky " obsahuje závazky , které v okamžiku , ke kterému je účetní závěrka sestavena , mají dobu splatnosti jeden rok a kratší .	(1) položka " "b.iii._krátkodobé_závazky" " obsahovat závazek , který v okamžik , k který být účetní závěrka sestavený , mít doba splatnost jeden rok a krátký .	_ FEM;N;NOM;POS;SG _ _ _ 3;ACT;FIN;IND;POS;PRS;SG;V ACC;INAN;MASC;N;PL;POS _ ACC;DET;MASC;PL ADP;ESS ESS;INAN;MASC;N;POS;SG _ ADP;DAT DAT;DET;SG;{MASC/NEUT} 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG ADJ;PASS;POS;V.PTCP;{FEM/NEUT};{PL/SG} _ 3;ACT;FIN;IND;PL;POS;PRS;V ACC;FEM;N;POS;SG FEM;GEN;N;POS;SG ACC;INAN;MASC;NUM;SG ACC;INAN;MASC;N;POS;SG CONJ ACC;ADJ;CMPR;FEM;POS;SG _
(1) konsolidující účetní jednotka , která je emitentem cenných papírů přijatých k obchodování na evropském regulovaném trhu , použije pro sestavení konsolidované účetní závěrky mezinárodní účetní standardy .	(1) konsolidující účetní jednotka , který být emitent cenný papír přijatý k obchodování na evropský regulovaný trh , použít pro sestavení konsolidovaný účetní závěrka mezinárodní účetní standarda .	_ ACT;ADJ;FEM;IPFV;NOM;POS;PRS;SG;V.PTCP ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG _ DET;FEM;NOM;SG 3;ACT;FIN;IND;POS;PRS;SG;V ANIM;INS;MASC;N;POS;SG ADJ;GEN;INAN;MASC;PL;POS GEN;INAN;MASC;N;PL;POS ADJ;GEN;INAN;MASC;PL;POS ADP;DAT DAT;N;NEUT;POS;SG ADP;ESS ADJ;ESS;INAN;MASC;POS;SG ADJ;ESS;INAN;MASC;POS;SG ESS;INAN;MASC;N;POS;SG _ 3;ACT;FIN;IND;POS;PRS;SG;V ACC;ADP ACC;N;NEUT;POS;SG ADJ;FEM;GEN;POS;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG ADJ;FEM;GEN;POS;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG _
(5) o majetku podle odstavce 1 a jeho oprávkách se účtuje jako o celku ; majetek se i jako celek vykazuje .	(5) o majetek podle odstavec 1 a jeho oprávka se účtovat jako o celek ; majetek se i jako celek vykazovat .	_ ADP;ESS ESS;INAN;MASC;N;POS;SG ADP;GEN GEN;INAN;MASC;N;POS;SG NUM CONJ 3;DET;PSSS ESS;FEM;N;PL;POS ACC;PRO;REFL 3;ACT;FIN;IND;POS;PRS;SG;V CONJ ADP;ESS ESS;INAN;MASC;N;POS;SG _ INAN;MASC;N;NOM;POS;SG ACC;PRO;REFL CONJ CONJ INAN;MASC;N;NOM;POS;SG 3;ACT;FIN;IND;POS;PRS;SG;V _
konsolidovaná rozvaha	konsolidovaný rozvaha	ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG
(11) jednotlivé účetní záznamy mohou být seskupovány do souhrnných účetních záznamů ; takovými účetními záznamy jsou zejména účetní doklady , účetní zápisy , účetní knihy , odpisový plán , inventurní soupisy , účtový rozvrh , účetní závěrka a výroční zpráva .	(11) jednotlivý účetní záznam moci být seskupovaný do souhrnný účetní záznam ; takový účetní záznam být zejména účetní doklad , účetní zápis , účetní kniha , odpisový plán , inventurní soupis , účtový rozvrh , účetní závěrka a výroční zpráva .	_ ADJ;INAN;MASC;NOM;PL;POS ADJ;INAN;MASC;NOM;PL;POS INAN;MASC;N;NOM;PL;POS 3;ACT;FIN;IND;PL;POS;PRS;V NFIN;POS;V ADJ;INAN;PASS;PL;POS;V.PTCP;{FEM/MASC} ADP;GEN ADJ;GEN;INAN;MASC;PL;POS ADJ;GEN;INAN;MASC;PL;POS GEN;INAN;MASC;N;PL;POS _ DET;INS;PL ADJ;INAN;INS;MASC;PL;POS INAN;INS;MASC;N;PL;POS 3;ACT;FIN;IND;PL;POS;PRS;V ADV ADJ;INAN;MASC;NOM;PL;POS INAN;MASC;N;NOM;PL;POS _ ADJ;INAN;MASC;NOM;PL;POS INAN;MASC;N;NOM;PL;POS _ ADJ;FEM;NOM;PL;POS FEM;N;NOM;PL;POS _ ADJ;INAN;MASC;NOM;POS;SG INAN;MASC;N;NOM;POS;SG _ ADJ;INAN;MASC;NOM;PL;POS INAN;MASC;N;NOM;PL;POS _ ADJ;INAN;MASC;NOM;POS;SG INAN;MASC;N;NOM;POS;SG _ ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG CONJ ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG _
změny reálné hodnoty derivátů a změny reálné hodnoty zajištěných položek aktiv a pasiv , které byly účtovány před 1 . lednem 2004 prostřednictvím rozvahových účtů na účtech účtové skupiny 41 a budou podle §_52_a_53 účtovány prostřednictvím účtů nákladů a výnosů , se poté zaúčtují jako změna metody do mimořádných nákladů a výnosů .	změna reálný hodnota derivát a změna reálný hodnota zajištěný položka aktivum a pasívum , který být účtovaný před 1 . leden 2004 prostřednictvím rozvahový účet na účet účtový skupina 41 a být podle §_52_a_53 účtovaný prostřednictvím účet náklad a výnos , se poté zaúčtovat jako změna metoda do mimořádný náklad a výnos .	FEM;N;NOM;PL;POS ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG GEN;INAN;MASC;N;PL;POS CONJ FEM;N;NOM;PL;POS ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG ADJ;FEM;GEN;PL;POS FEM;GEN;N;PL;POS GEN;N;NEUT;PL;POS CONJ GEN;N;NEUT;PL;POS _ DET;FEM;NOM;PL ACT;INAN;PL;POS;PST;V;V.PTCP;{FEM/MASC} ADJ;INAN;PASS;PL;POS;V.PTCP;{FEM/MASC} ADP;INS NUM _ INAN;INS;MASC;N;POS;SG NUM ADP;GEN ADJ;GEN;INAN;MASC;PL;POS GEN;INAN;MASC;N;PL;POS ADP;ESS ESS;INAN;MASC;N;PL;POS ADJ;FEM;NOM;PL;POS FEM;N;NOM;PL;POS NUM CONJ 3;ACT;FIN;FUT;IND;PL;POS;V ADP;GEN _ ADJ;INAN;PASS;PL;POS;V.PTCP;{FEM/MASC} ADP;GEN GEN;INAN;MASC;N;PL;POS GEN;INAN;MASC;N;PL;POS CONJ GEN;INAN;MASC;N;PL;POS _ ACC;PRO;REFL ADV 3;ACT;FIN;IND;PL;POS;PRS;V CONJ FEM;N;NOM;POS;SG FEM;GEN;N;POS;SG ADP;GEN ADJ;GEN;INAN;MASC;PL;POS GEN;INAN;MASC;N;PL;POS CONJ GEN;INAN;MASC;N;PL;POS _
1 . ustanovení čl._i_bodů_1_až_9_a_13_až_15_této_vyhlášky použijí účetní jednotky poprvé pro účtování v účetních obdobích započatých v roce 2005 a pro sestavování účetní závěrky za účetní období započatá v roce 2005 .	1 . ustanovení čl._i_bodů_1_až_9_a_13_až_15_této_vyhlášky použít účetní jednotka poprvé pro účtování v účetní období započatý v rok 2005 a pro sestavování účetní závěrka za účetní období započatý v rok 2005 .	NUM _ ESS;N;NEUT;POS;SG _ 3;ACT;FIN;IND;PL;POS;PRS;V ADJ;FEM;NOM;PL;POS FEM;N;NOM;PL;POS ADV ACC;ADP ACC;N;NEUT;POS;SG ADP;ESS ADJ;ESS;NEUT;PL;POS ESS;N;NEUT;PL;POS ADJ;ESS;NEUT;PL;POS ADP;ESS ESS;INAN;MASC;N;POS;SG NUM CONJ ACC;ADP ACC;N;NEUT;POS;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG ACC;ADP ACC;ADJ;NEUT;POS;SG ACC;N;NEUT;POS;SG ADJ;FEM;NOM;POS;SG ADP;ESS ESS;INAN;MASC;N;POS;SG NUM _
(2) informace konsolidované účetní závěrky vycházejí z účetních závěrek konsolidující účetní jednotky , konsolidovaných účetních jednotek , účetních jednotek pod společným vlivem a účetních jednotek přidružených , konsolidovaných účetních závěrek dílčích celků a dalších údajů , které poskytují konsolidované účetní jednotky , účetní jednotky pod společným vlivem a účetní jednotky přidružené konsolidující účetní jednotce .	(2) informace konsolidovaný účetní závěrka vycházet z účetní závěrka konsolidující účetní jednotka , konsolidovaný účetní jednotka , účetní jednotka pod společný vliv a účetní jednotka přidružený , konsolidovaný účetní závěrka dílčí celek a další údaj , který poskytovat konsolidovaný účetní jednotka , účetní jednotka pod společný vliv a účetní jednotka přidružený konsolidující účetní jednotka .	_ FEM;N;NOM;PL;POS ADJ;FEM;GEN;POS;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG 3;ACT;FIN;IND;PL;POS;PRS;V ADP;GEN ADJ;FEM;GEN;PL;POS FEM;GEN;N;PL;POS ACC;ACT;ADJ;FEM;IPFV;PL;POS;PRS;V.PTCP ACC;ADJ;FEM;PL;POS ACC;FEM;N;PL;POS _ ADJ;FEM;GEN;PL;POS ADJ;FEM;GEN;PL;POS FEM;GEN;N;PL;POS _ ADJ;FEM;GEN;PL;POS FEM;GEN;N;PL;POS ADP;INS ADJ;INAN;INS;MASC;POS;SG INAN;INS;MASC;N;POS;SG CONJ ADJ;FEM;GEN;PL;POS FEM;GEN;N;PL;POS ADJ;FEM;GEN;PL;POS _ ADJ;FEM;GEN;PL;POS ADJ;FEM;GEN;PL;POS FEM;GEN;N;PL;POS ADJ;GEN;INAN;MASC;PL;POS GEN;INAN;MASC;N;PL;POS CONJ ADJ;GEN;INAN;MASC;PL;POS GEN;INAN;MASC;N;PL;POS _ DET;INAN;MASC;NOM;PL 3;ACT;FIN;IND;PL;POS;PRS;V ACC;ADJ;FEM;PL;POS ACC;ADJ;FEM;PL;POS ACC;FEM;N;PL;POS _ ADJ;FEM;NOM;PL;POS FEM;N;NOM;PL;POS ADP;INS ADJ;INAN;INS;MASC;POS;SG INAN;INS;MASC;N;POS;SG CONJ ADJ;FEM;NOM;PL;POS FEM;N;NOM;PL;POS ADJ;FEM;NOM;PL;POS ACT;ADJ;FEM;IPFV;NOM;PL;POS;PRS;V.PTCP FEM;N;NOM;PL;POS DAT;FEM;N;POS;SG _
(1) za peněžní prostředky se považují peníze v hotovosti včetně cenin ( účtová skupina 21 ) , peněžní prostředky na účtu včetně přečerpání běžného účtu ( účtová skupina 22 ) , případně účtová skupina 26 .	(1) za peněžní prostředek se považovat peníze v hotovost včetně cenina ( účtový skupina 21 ) , peněžní prostředek na účet včetně přečerpání běžný účet ( účtový skupina 22 ) , případně účtový skupina 26 .	_ ACC;ADP ACC;ADJ;INAN;MASC;PL;POS ACC;INAN;MASC;N;PL;POS ACC;PRO;REFL 3;ACT;FIN;IND;PL;POS;PRS;V INAN;MASC;N;NOM;PL;POS ADP;ESS ESS;FEM;N;POS;SG ADP;GEN FEM;GEN;N;PL;POS _ ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG NUM _ _ ACC;ADJ;INAN;MASC;PL;POS ACC;INAN;MASC;N;PL;POS ADP;ESS ESS;INAN;MASC;N;POS;SG ADP;GEN GEN;N;NEUT;POS;SG ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG _ ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG NUM _ _ ADV;POS ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG NUM _
u zúčastněných účetních jednotek končí účetní období dnem předcházejícím rozhodnému dni podle zvláštního právního předpisu .	u zúčastněný účetní jednotka končit účetní období den předcházející rozhodný den podle zvláštní právní předpis .	ADP;GEN ADJ;FEM;GEN;PL;POS ADJ;FEM;GEN;PL;POS FEM;GEN;N;PL;POS 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;NEUT;NOM;POS;SG N;NEUT;NOM;POS;SG INAN;INS;MASC;N;POS;SG ACT;ADJ;INAN;INS;IPFV;MASC;POS;PRS;SG;V.PTCP ADJ;DAT;INAN;MASC;POS;SG DAT;INAN;MASC;N;POS;SG ADP;GEN ADJ;GEN;INAN;MASC;POS;SG ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG _
(10) položka " b.ii.9._oceňovací_rozdíl_k_nabytému_majetku " obsahuje kladný ( aktivní ) nebo záporný ( pasivní ) rozdíl mezi oceněním podniku nebo jeho části nabytého zejména koupí , vkladem nebo oceněním majetku a závazků v rámci přeměn společnosti a souhrnem ocenění jeho jednotlivých složek majetku v účetnictví účetní jednotky prodávající , vkládající , zanikající nebo rozdělované odštěpením sníženým o převzaté závazky .	(10) položka " "b.ii.9._oceňovací_rozdíl_k_nabytému_majetku" " obsahovat kladný ( aktivní ) nebo záporný ( pasivní ) rozdíl mezi ocenění podnik nebo jeho část nabytý zejména koupit , vklad nebo ocenění majetek a závazek v rámec přeměna společnost a souhrn ocenění jeho jednotlivý složka majetek v účetnictví účetní jednotka prodávající , vkládající , zanikající nebo rozdělovaný odštěpení snížený o převzatý závazek .	_ FEM;N;NOM;POS;SG _ _ _ 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;ANIM;MASC;NOM;POS;SG _ ADJ;ANIM;MASC;NOM;POS;SG _ CONJ ACC;ADJ;INAN;MASC;POS;SG _ ACC;ADJ;INAN;MASC;POS;SG _ ACC;INAN;MASC;N;POS;SG ADP;INS INS;N;NEUT;POS;SG GEN;INAN;MASC;N;POS;SG CONJ 3;DET;PSSS FEM;GEN;N;POS;SG ADJ;ANIM;GEN;MASC;POS;SG ADV 3;ACT;FIN;IND;POS;PRS;SG;V _ INAN;INS;MASC;N;POS;SG CONJ INS;N;NEUT;POS;SG GEN;INAN;MASC;N;POS;SG CONJ GEN;INAN;MASC;N;PL;POS ADP;ESS ESS;INAN;MASC;N;POS;SG FEM;GEN;N;PL;POS FEM;GEN;N;POS;SG CONJ INAN;INS;MASC;N;POS;SG GEN;N;NEUT;POS;SG 3;DET;PSSS ADJ;FEM;GEN;PL;POS FEM;GEN;N;PL;POS GEN;INAN;MASC;N;POS;SG ADP;ESS ESS;N;NEUT;POS;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG ACT;ADJ;FEM;GEN;IPFV;POS;PRS;SG;V.PTCP _ ACT;ADJ;ANIM;IPFV;MASC;NOM;POS;PRS;SG;V.PTCP _ ACC;ACT;ADJ;INAN;IPFV;MASC;PL;POS;PRS;V.PTCP CONJ ADJ;DAT;FEM;POS;SG INS;N;NEUT;POS;SG ADJ;INS;NEUT;POS;SG ACC;ADP ACC;ADJ;INAN;MASC;PL;POS ACC;INAN;MASC;N;PL;POS _
(3) účetní jednotky sestavují odpisový plán podle §_28_odst._6_zákona včetně jeho aktualizace podle průběhu používání a podle změn v průběhu používání majetku účetní jednotkou .	(3) účetní jednotka sestavovat odpisový plán podle §_28_odst._6_zákona včetně jeho aktualizace podle průběh používání a podle změna v průběh používání majetek účetní jednotka .	_ ADJ;FEM;NOM;PL;POS FEM;N;NOM;PL;POS 3;ACT;FIN;IND;PL;POS;PRS;V ACC;ADJ;INAN;MASC;POS;SG ACC;INAN;MASC;N;POS;SG ADP;GEN _ ADP;GEN 3;DET;PSSS FEM;GEN;N;POS;SG ADP;GEN GEN;INAN;MASC;N;POS;SG GEN;N;NEUT;POS;SG CONJ ADP;GEN FEM;GEN;N;PL;POS ADP;ESS ESS;INAN;MASC;N;POS;SG GEN;N;NEUT;POS;SG GEN;INAN;MASC;N;POS;SG ADJ;FEM;INS;POS;SG FEM;INS;N;POS;SG _
(14) za informační systém podle zvláštního právního předpisu lze účetnictví považovat pouze jako celek .	(14) za informační systém podle zvláštní právní předpis lze účetnictví považovat pouze jako celek .	_ ACC;ADP ACC;ADJ;INAN;MASC;POS;SG ACC;INAN;MASC;N;POS;SG ADP;GEN ADJ;GEN;INAN;MASC;POS;SG ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG 3;ACT;FIN;IND;POS;PRS;SG;V ACC;N;NEUT;POS;SG NFIN;POS;V ADV CONJ INAN;MASC;N;NOM;POS;SG _
(1) vyhláška se vztahuje na účetní jednotky podle §_1_odst._2_písm._a)_a_b)_zákona , s výjimkou účetních jednotek uvedených v odstavci 2 , a na účetní jednotky podle §_1_odst._2_písm._d)_až_h)_zákona .	(1) vyhláška se vztahovat na účetní jednotka podle §_1_odst._2_písm._a)_a_b)_zákona , s výjimka účetní jednotka uvedený v odstavec 2 , a na účetní jednotka podle §_1_odst._2_písm._d)_až_h)_zákona .	_ FEM;N;NOM;POS;SG ACC;PRO;REFL 3;ACT;FIN;IND;POS;PRS;SG;V ACC;ADP ACC;ADJ;FEM;PL;POS ACC;FEM;N;PL;POS ADP;GEN _ _ ADP;INS FEM;INS;N;POS;SG ADJ;FEM;GEN;PL;POS FEM;GEN;N;PL;POS ADJ;FEM;GEN;PL;POS ADP;ESS ESS;INAN;MASC;N;POS;SG NUM _ CONJ ACC;ADP ACC;ADJ;FEM;PL;POS ACC;FEM;N;PL;POS ADP;GEN _ _
účetní zápisy	účetní zápis	ADJ;INAN;MASC;NOM;PL;POS INAN;MASC;N;NOM;PL;POS
(1) účetní jednotky uvedené v §_20_odst._1_písm._a)_až_d) jsou povinny vyhotovit výroční zprávu , jejímž účelem je uceleně , vyváženě a komplexně informovat o vývoji jejich výkonnosti , činnosti a stávajícím hospodářském postavení .	(1) účetní jednotka uvedený v §_20_odst._1_písm._a)_až_d) být povinný vyhotovit výroční zpráva , jenž účel být uceleně , vyváženě a komplexně informovat o vývoj jeho výkonnost , činnost a stávající hospodářský postavení .	_ ADJ;FEM;NOM;PL;POS FEM;N;NOM;PL;POS ADJ;FEM;NOM;PL;POS ADP;ESS _ 3;ACT;FIN;IND;PL;POS;PRS;V ADJ;INAN;PL;POS;{FEM/MASC} NFIN;POS;V ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG _ 3;DET;INS;PSSS;SG;{MASC/NEUT} INAN;INS;MASC;N;POS;SG 3;ACT;FIN;IND;POS;PRS;SG;V ADV;POS _ ADV;POS CONJ ADV;POS NFIN;POS;V ADP;ESS ESS;INAN;MASC;N;POS;SG 3;DET;PSSP FEM;GEN;N;POS;SG _ FEM;GEN;N;POS;SG CONJ ADJ;ESS;NEUT;POS;SG ADJ;ESS;NEUT;POS;SG ESS;N;NEUT;POS;SG _
(1) směrná účtová osnova určuje uspořádání a označení účtových tříd , popřípadě účtových skupin nebo i syntetických účtů pro účtování o stavu a pohybu majetku a jiných aktiv , závazků a jiných pasiv , dále o nákladech a výnosech a o výsledku hospodaření ; toto uspořádání musí zajistit sestavení účetní závěrky .	(1) směrný účtový osnova určovat uspořádání a označení účtový třída , popřípadě účtový skupina nebo i syntetický účet pro účtování o stav a pohyb majetek a jiný aktivum , závazek a jiný pasívum , dále o náklad a výnos a o výsledek hospodaření ; tento uspořádání muset zajistit sestavení účetní závěrka .	_ ADJ;FEM;NOM;POS;SG ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG 3;ACT;FIN;IND;POS;PRS;SG;V ACC;N;NEUT;POS;SG CONJ ACC;N;NEUT;POS;SG ADJ;FEM;GEN;PL;POS FEM;GEN;N;PL;POS _ ADV ADJ;FEM;GEN;PL;POS FEM;GEN;N;PL;POS CONJ CONJ ADJ;GEN;INAN;MASC;PL;POS GEN;INAN;MASC;N;PL;POS ACC;ADP ACC;N;NEUT;POS;SG ADP;ESS ESS;INAN;MASC;N;POS;SG CONJ ESS;INAN;MASC;N;POS;SG GEN;INAN;MASC;N;POS;SG CONJ ADJ;GEN;NEUT;PL;POS GEN;N;NEUT;PL;POS _ GEN;INAN;MASC;N;PL;POS CONJ ADJ;GEN;NEUT;PL;POS GEN;N;NEUT;PL;POS _ ADV ADP;ESS ESS;INAN;MASC;N;PL;POS CONJ ESS;INAN;MASC;N;PL;POS CONJ ADP;ESS ESS;INAN;MASC;N;POS;SG GEN;N;NEUT;POS;SG _ DET;NEUT;NOM;SG N;NEUT;NOM;POS;SG 3;ACT;FIN;IND;POS;PRS;SG;V NFIN;POS;V ACC;N;NEUT;POS;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG _
(6) podle odstavců 3 až 5 se nepostupuje , je-li při přeměně společnosti den zápisu přeměny společnosti do obchodního rejstříku shodný s rozhodným dnem .	(6) podle odstavec 3 až 5 se postupovat , je-li při přeměna společnost den zápis přeměna společnost do obchodní rejstřík shodný s rozhodný den .	_ ADP;GEN GEN;INAN;MASC;N;PL;POS NUM CONJ NUM ACC;PRO;REFL 3;ACT;FIN;IND;NEG;PRS;SG;V _ _ ADP;ESS ESS;FEM;N;POS;SG FEM;GEN;N;POS;SG ACC;INAN;MASC;N;POS;SG GEN;INAN;MASC;N;POS;SG FEM;GEN;N;POS;SG FEM;GEN;N;POS;SG ADP;GEN ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG ADJ;INAN;MASC;NOM;POS;SG ADP;INS ADJ;INAN;INS;MASC;POS;SG INAN;INS;MASC;N;POS;SG _
součástí pořizovací ceny nejsou zejména úroky z úvěrů na pořízení cenných papírů a podílů a náklady spojené s držbou cenného papíru a podílu .	součást pořizovací cena být zejména úrok z úvěr na pořízení cenný papír a podíl a náklad spojený s držba cenný papír a podíl .	FEM;INS;N;POS;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG 3;ACT;FIN;IND;NEG;PL;PRS;V ADV INAN;MASC;N;NOM;PL;POS ADP;GEN GEN;INAN;MASC;N;PL;POS ACC;ADP ACC;N;NEUT;POS;SG ADJ;GEN;INAN;MASC;PL;POS GEN;INAN;MASC;N;PL;POS CONJ GEN;INAN;MASC;N;PL;POS CONJ INAN;MASC;N;NOM;PL;POS ADJ;INAN;MASC;NOM;PL;POS ADP;INS FEM;INS;N;POS;SG ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG CONJ GEN;INAN;MASC;N;POS;SG _
v účetním období účetní jednotky účtují o uvedených skutečnostech v souladu s účetními metodami ( §_4_odst._8 ) ; přitom o veškerých nákladech a výnosech účtují bez ohledu na okamžik jejich zaplacení nebo přijetí .	v účetní období účetní jednotka účtovat o uvedený skutečnost v soulad s účetní metoda ( §_4_odst._8 ) ; přitom o veškerý náklad a výnos účtovat bez ohled na okamžik jeho zaplacení nebo přijetí .	ADP;ESS ADJ;ESS;NEUT;POS;SG ESS;N;NEUT;POS;SG ADJ;FEM;NOM;PL;POS FEM;N;NOM;PL;POS 3;ACT;FIN;IND;PL;POS;PRS;V ADP;ESS ADJ;ESS;FEM;PL;POS ESS;FEM;N;PL;POS ADP;ESS ESS;INAN;MASC;N;POS;SG ADP;INS ADJ;FEM;INS;PL;POS FEM;INS;N;PL;POS _ _ _ _ ADV ADP;ESS ESS;PL;PRO ESS;INAN;MASC;N;PL;POS CONJ ESS;INAN;MASC;N;PL;POS 3;ACT;FIN;IND;PL;POS;PRS;V ADP;GEN GEN;INAN;MASC;N;POS;SG ACC;ADP ACC;INAN;MASC;N;POS;SG 3;DET;PSSP GEN;N;NEUT;POS;SG CONJ GEN;N;NEUT;POS;SG _
součástí pořizovací ceny pohledávek jsou náklady s pořízením související , například náklady na znalecké ocenění nakupovaných pohledávek , odměny právníkům a provize .	součást pořizovací cena pohledávka být náklad s pořízení související , například náklad na znalecký ocenění nakupovaný pohledávka , odměna právník a provize .	FEM;GEN;N;PL;POS ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG FEM;GEN;N;PL;POS 3;ACT;FIN;IND;PL;POS;PRS;V INAN;MASC;N;NOM;PL;POS ADP;INS INS;N;NEUT;POS;SG ACT;ADJ;FEM;IPFV;NOM;PL;POS;PRS;V.PTCP _ ADV INAN;MASC;N;NOM;PL;POS ACC;ADP ACC;ADJ;NEUT;POS;SG ACC;N;NEUT;POS;SG ADJ;FEM;GEN;PL;POS FEM;GEN;N;PL;POS _ FEM;N;NOM;PL;POS ANIM;DAT;MASC;N;PL;POS CONJ FEM;GEN;N;POS;SG _
§_29	§_29	_
(4) odložená daňová pohledávka nebo odložený daňový závazek se zjistí jako součin výsledného rozdílu a sazby daně z příjmů , která je stanovena zákonem o daních z příjmů .	(4) odložený daňový pohledávka nebo odložený daňový závazek se zjistit jako součin výsledný rozdíl a sazba daň z příjem , který být stanovený zákon o daň z příjem .	_ ADJ;FEM;NOM;POS;SG ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG CONJ ADJ;INAN;MASC;NOM;POS;SG ADJ;INAN;MASC;NOM;POS;SG INAN;MASC;N;NOM;POS;SG ACC;PRO;REFL 3;ACT;FIN;IND;POS;PRS;SG;V CONJ INAN;MASC;N;NOM;POS;SG ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG CONJ FEM;GEN;N;POS;SG FEM;GEN;N;POS;SG ADP;GEN GEN;INAN;MASC;N;PL;POS _ DET;FEM;NOM;SG 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;PASS;POS;V.PTCP;{FEM/NEUT};{PL/SG} INAN;INS;MASC;N;POS;SG ADP;ESS ESS;FEM;N;PL;POS ADP;GEN GEN;INAN;MASC;N;PL;POS _
v rozvaze ( bilanci ) se výše jednotlivých položek aktiv za minulé účetní období uvádí snížená o opravné položky a oprávky ( netto ) .	v rozvaha ( bilance ) se vysoko jednotlivý položka aktiv za minulý účetní období uvádět snížený o opravný položka a oprávka ( netto ) .	ADP;ESS ESS;FEM;N;POS;SG _ ESS;FEM;N;POS;SG _ ACC;PRO;REFL ADV;CMPR;POS ADJ;FEM;GEN;PL;POS FEM;GEN;N;PL;POS ACC;INAN;MASC;N;POS;SG ACC;ADP ACC;ADJ;NEUT;POS;SG ACC;ADJ;NEUT;POS;SG ACC;N;NEUT;POS;SG 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;FEM;NOM;POS;SG ACC;ADP ACC;ADJ;FEM;PL;POS ACC;FEM;N;PL;POS CONJ ACC;FEM;N;PL;POS _ PART _ _
